,location,total_sqft,bath,price,bhk
5868,Ramamurthy Nagar,1200.0,2.0,76.0,2.0
5873,Ramamurthy Nagar,1000.0,2.0,62.0,2.0
5883,Ramamurthy Nagar,2316.0,3.0,125.0,3.0
5889,Ramamurthy Nagar,1200.0,2.0,68.0,2.0
5890,Ramamurthy Nagar,540.0,1.0,35.0,1.0
5899,Rayasandra,583.0,1.0,26.9,1.0
5906,Rayasandra,470.0,1.0,21.0,1.0
5909,Sahakara Nagar,2830.0,3.0,195.0,3.0
5910,Sahakara Nagar,1500.0,2.0,95.0,2.0
5913,Sahakara Nagar,1100.0,2.0,75.0,2.0
5914,Sahakara Nagar,1655.0,3.0,115.0,3.0
5916,Sahakara Nagar,1270.0,2.0,69.85,2.0
5917,Sahakara Nagar,960.0,2.0,56.0,2.0
5920,Sahakara Nagar,1200.0,2.0,75.0,2.0
5921,Sahakara Nagar,2500.0,4.0,200.0,4.0
5922,Sahakara Nagar,1914.0,3.0,179.0,3.0
5923,Sahakara Nagar,1500.0,3.0,125.0,3.0
5925,Sahakara Nagar,1914.0,3.0,149.0,3.0
5926,Sahakara Nagar,1000.0,2.0,60.0,2.0
5929,Sahakara Nagar,1370.0,2.0,90.0,2.0
5931,Sahakara Nagar,1100.0,2.0,75.0,2.0
5932,Sahakara Nagar,1180.0,2.0,72.0,2.0
5936,Sahakara Nagar,1270.0,2.0,96.0,2.0
5937,Sahakara Nagar,1201.0,2.0,80.0,2.0
5939,Sahakara Nagar,1291.0,2.0,72.3,2.0
5940,Sanjay nagar,1000.0,2.0,70.0,2.0
5941,Sanjay nagar,1100.0,2.0,98.0,2.0
5942,Sanjay nagar,1150.0,2.0,72.2,2.0
5943,Sanjay nagar,1800.0,3.0,180.0,3.0
5944,Sanjay nagar,630.0,1.0,35.0,1.0
5945,Sanjay nagar,3300.0,3.0,250.0,3.0
5946,Sanjay nagar,1900.0,2.0,180.0,2.0
5947,Sanjay nagar,1575.0,2.0,90.0,2.0
5949,Sanjay nagar,1200.0,2.0,76.0,2.0
5950,Sanjay nagar,960.0,2.0,55.0,2.0
5951,Sanjay nagar,1050.0,2.0,59.0,2.0
5952,Sanjay nagar,1150.0,2.0,70.0,2.0
5953,Sanjay nagar,1500.0,3.0,150.0,3.0
5954,Sanjay nagar,1180.0,2.0,80.0,2.0
5955,Sarakki Nagar,2121.0,4.0,253.0,4.0
5956,Sarakki Nagar,2289.0,3.0,260.0,3.0
5957,Sarakki Nagar,2500.0,4.0,325.0,4.0
5958,Sarakki Nagar,2145.0,4.0,270.0,4.0
5959,Sarakki Nagar,1200.0,3.0,128.0,3.0
5960,Sarakki Nagar,2663.0,4.0,338.0,4.0
5961,Sarakki Nagar,1840.0,4.0,175.0,4.0
5962,Sarakki Nagar,3131.0,4.0,349.0,4.0
5963,Sarakki Nagar,3126.0,5.0,345.0,5.0
5964,Sarakki Nagar,3124.0,6.0,349.0,6.0
5965,Sarjapur,2250.0,3.0,148.0,3.0
5982,Sarjapur,1200.0,3.0,78.0,3.0
5985,Sarjapur,2238.0,3.0,140.0,3.0
5987,Sarjapur,2885.0,3.0,185.0,3.0
5990,Sarjapur,625.0,1.0,19.0,1.0
5992,Sarjapur,2100.0,3.0,125.0,3.0
5999,Sarjapur,650.0,1.0,19.87,1.0
6004,Sarjapur,535.0,1.0,20.0,1.0
6006,Sarjapur,1200.0,3.0,76.13,3.0
6022,Sarjapur,633.0,1.0,17.09,1.0
6024,Sarjapur,1451.0,2.0,87.0,2.0
6025,Sarjapur,2400.0,3.0,140.0,3.0
6029,Sarjapur  Road,2497.0,3.0,140.0,3.0
6030,Sarjapur  Road,1787.0,3.0,98.29,3.0
6031,Sarjapur  Road,1787.0,3.0,125.0,3.0
6034,Sarjapur  Road,1863.0,3.0,104.0,3.0
6035,Sarjapur  Road,1000.0,2.0,67.0,2.0
6036,Sarjapur  Road,1346.0,2.0,74.03,2.0
6037,Sarjapur  Road,1195.0,2.0,70.0,2.0
6038,Sarjapur  Road,1550.0,3.0,100.0,3.0
6039,Sarjapur  Road,2100.0,3.0,125.0,3.0
6041,Sarjapur  Road,1691.0,3.0,113.0,3.0
6042,Sarjapur  Road,1278.0,2.0,95.0,2.0
6043,Sarjapur  Road,2238.0,3.0,140.0,3.0
6044,Sarjapur  Road,1800.0,3.0,110.0,3.0
6047,Sarjapur  Road,1984.0,4.0,146.0,4.0
6051,Sarjapur  Road,1700.0,3.0,110.0,3.0
6052,Sarjapur  Road,1157.0,2.0,75.0,2.0
6053,Sarjapur  Road,1282.0,2.0,72.0,2.0
6054,Sarjapur  Road,4111.0,4.0,310.0,4.0
6055,Sarjapur  Road,3900.0,4.0,300.0,4.0
6058,Sarjapur  Road,1050.0,2.0,62.0,2.0
6059,Sarjapur  Road,1700.0,3.0,135.0,3.0
6060,Sarjapur  Road,1691.0,3.0,119.0,3.0
6061,Sarjapur  Road,1846.0,3.0,140.0,3.0
6062,Sarjapur  Road,1200.0,3.0,95.0,3.0
6065,Sarjapur  Road,1819.0,3.0,100.0,3.0
6067,Sarjapur  Road,1233.0,2.0,77.65,2.0
6072,Sarjapur  Road,1680.0,3.0,112.0,3.0
6073,Sarjapur  Road,1255.0,2.0,92.0,2.0
6075,Sarjapur  Road,1311.0,2.0,78.0,2.0
6077,Sarjapur  Road,1157.0,2.0,75.0,2.0
6078,Sarjapur  Road,1145.0,2.0,75.0,2.0
6082,Sarjapur  Road,2180.0,3.0,170.0,3.0
6085,Sarjapur  Road,1750.0,3.0,110.0,3.0
6088,Sarjapur  Road,1200.0,3.0,70.0,3.0
6089,Sarjapur  Road,2600.0,3.0,200.0,3.0
6091,Sarjapur  Road,685.0,1.0,40.0,1.0
6094,Sarjapur  Road,1241.0,2.0,82.0,2.0
6098,Sarjapur  Road,835.0,1.0,46.95,1.0
6099,Sarjapur  Road,1280.0,2.0,76.0,2.0
6102,Sarjapur  Road,1263.0,2.0,78.0,2.0
6103,Sarjapur  Road,1691.0,3.0,98.0,3.0
6104,Sarjapur  Road,1308.0,2.0,83.0,2.0
6105,Sarjapur  Road,1592.0,3.0,91.0,3.0
6107,Sarjapur  Road,1150.0,2.0,77.0,2.0
6108,Sarjapur  Road,1965.0,3.0,120.0,3.0
6109,Sarjapur  Road,2275.0,4.0,180.0,4.0
6111,Sarjapur  Road,1418.0,2.0,78.0,2.0
6112,Sarjapur  Road,1200.0,2.0,93.0,2.0
6116,Sarjapur  Road,1525.0,2.0,87.0,2.0
6120,Sarjapur  Road,715.0,1.0,29.0,1.0
6121,Sarjapur  Road,1230.0,2.0,94.5,2.0
6122,Sarjapur  Road,1750.0,3.0,99.0,3.0
6124,Sarjapur  Road,1500.0,3.0,88.0,3.0
6126,Sarjapur  Road,1846.0,3.0,145.0,3.0
6127,Sarjapur  Road,1067.0,2.0,60.0,2.0
6129,Sarjapur  Road,1700.0,3.0,95.0,3.0
6133,Sarjapur  Road,2556.0,3.0,169.0,3.0
6134,Sarjapur  Road,1278.0,2.0,90.0,2.0
6136,Sarjapur  Road,1305.0,2.0,99.0,2.0
6137,Sarjapur  Road,1755.0,3.0,122.0,3.0
6138,Sarjapur  Road,3930.0,7.0,329.0,7.0
6140,Sarjapur  Road,1700.0,3.0,93.5,3.0
6143,Sarjapur  Road,1455.0,2.0,98.0,2.0
6144,Sarjapur  Road,1850.0,3.0,140.0,3.0
6145,Sarjapur  Road,950.0,1.0,39.9,1.0
6146,Sarjapur  Road,1826.0,3.0,130.0,3.0
6149,Sarjapur  Road,1660.0,2.0,116.0,2.0
6150,Sarjapur  Road,1700.0,3.0,108.0,3.0
6151,Sarjapur  Road,1539.0,3.0,85.0,3.0
6152,Sarjapur  Road,1489.0,2.0,82.0,2.0
6154,Sarjapur  Road,539.0,1.0,45.0,1.0
6155,Sarjapur  Road,1200.0,2.0,75.0,2.0
6159,Sarjapur  Road,3044.0,3.0,183.0,3.0
6162,Sarjapur  Road,1877.0,4.0,150.0,4.0
6164,Sarjapur  Road,1229.0,2.0,70.0,2.0
6166,Sarjapur  Road,1711.0,3.0,110.0,3.0
6170,Sarjapur  Road,1050.0,2.0,63.5,2.0
6171,Sarjapur  Road,1350.0,2.0,102.0,2.0
6172,Sarjapur  Road,2990.0,4.0,240.0,4.0
6174,Sarjapur  Road,1457.0,3.0,85.0,3.0
6175,Sarjapur  Road,1685.0,3.0,135.0,3.0
6177,Sarjapur  Road,1200.0,3.0,70.0,3.0
6180,Sarjapur  Road,984.0,2.0,55.0,2.0
6181,Sarjapur  Road,1864.0,3.0,105.0,3.0
6183,Sarjapur  Road,1320.0,2.0,100.0,2.0
6184,Sarjapur  Road,1984.0,4.0,145.0,4.0
6187,Sarjapur  Road,1550.0,2.0,89.0,2.0
6188,Sarjapur  Road,1200.0,4.0,95.0,4.0
6189,Sarjapur  Road,2425.0,5.0,201.0,5.0
6190,Sarjapur  Road,1691.0,3.0,113.0,3.0
6191,Sarjapur  Road,2070.0,4.0,160.0,4.0
6193,Sarjapur  Road,1435.0,3.0,90.0,3.0
6196,Sarjapur  Road,1693.0,3.0,125.0,3.0
6197,Sarjapur  Road,1826.0,3.0,125.0,3.0
6198,Sarjapur  Road,1660.0,3.0,116.0,3.0
6200,Sarjapur  Road,1830.0,3.0,119.0,3.0
6204,Sarjapur  Road,2900.0,4.0,240.0,4.0
6205,Sarjapur  Road,1059.0,2.0,68.0,2.0
6207,Sarjapur  Road,1157.0,2.0,74.0,2.0
6208,Sarjapur  Road,1700.0,3.0,118.0,3.0
6209,Sarjapur  Road,1691.0,3.0,120.0,3.0
6211,Sarjapur  Road,1308.0,2.0,75.0,2.0
6212,Sarjapur  Road,1580.0,3.0,125.0,3.0
6214,Sarjapur  Road,1763.25,3.0,98.0,3.0
6215,Sarjapur  Road,1826.0,3.0,130.0,3.0
6216,Sarjapur  Road,1550.0,2.0,98.0,2.0
6219,Sarjapur  Road,1819.0,3.0,100.0,3.0
6220,Sarjapur  Road,984.0,2.0,59.0,2.0
6221,Sarjapur  Road,1489.0,3.0,88.0,3.0
6222,Sarjapur  Road,702.0,1.0,52.0,1.0
6223,Sarjapur  Road,1242.0,2.0,75.0,2.0
6224,Sarjapur  Road,2275.0,4.0,185.0,4.0
6225,Sarjapur  Road,2100.0,3.0,135.0,3.0
6226,Sarjapur  Road,1700.0,3.0,93.5,3.0
6228,Sarjapur  Road,2275.0,4.0,175.0,4.0
6229,Sarjapur  Road,1314.0,2.0,110.0,2.0
6230,Sarjapur  Road,1787.0,3.0,116.0,3.0
6231,Sarjapur  Road,1691.0,3.0,93.01,3.0
6234,Sarjapur  Road,1181.0,2.0,65.0,2.0
6235,Sarjapur  Road,1691.0,3.0,100.0,3.0
6236,Sarjapur  Road,1026.0,2.0,60.55,2.0
6237,Sarjapur  Road,1350.0,2.0,85.0,2.0
6238,Sarjapur  Road,1157.0,2.0,72.0,2.0
6239,Sarjapur  Road,1019.0,2.0,62.0,2.0
6240,Sarjapur  Road,3418.0,3.0,235.0,3.0
6241,Sarjapur  Road,691.0,1.0,31.1,1.0
6245,Sarjapur  Road,1881.0,3.0,145.0,3.0
6246,Sarjapur  Road,2275.0,4.0,182.0,4.0
6249,Sarjapur  Road,1881.0,3.0,145.0,3.0
6251,Sarjapur  Road,2880.0,3.0,211.0,3.0
6252,Sarjapur  Road,3418.0,,222.0,2.0
6254,Sarjapur  Road,675.0,1.0,27.0,1.0
6255,Sarjapur  Road,1346.0,2.0,74.03,2.0
6256,Sarjapur  Road,1691.0,3.0,119.0,3.0
6257,Sarjapur  Road,1335.0,2.0,95.0,2.0
6259,Sarjapur  Road,1680.0,3.0,126.0,3.0
6260,Sarjapur  Road,1222.0,2.0,68.0,2.0
6261,Sarjapur  Road,3420.0,4.0,225.0,4.0
6262,Sarjapur  Road,1510.0,2.0,110.0,2.0
6263,Sarjapur  Road,1242.0,2.0,78.0,2.0
6265,Sarjapur  Road,1129.0,2.0,69.0,2.0
6266,Sarjapur  Road,1850.0,3.0,140.0,3.0
6268,Sarjapur  Road,1879.0,3.0,155.0,3.0
6269,Sarjapur  Road,1157.0,2.0,75.0,2.0
6271,Sarjapur  Road,1323.0,2.0,74.0,2.0
6272,Sarjapur  Road,2289.0,3.0,178.0,3.0
6275,Sarjapur  Road,2100.0,3.0,130.0,3.0
6276,Sarjapur  Road,702.0,1.0,35.8,1.0
6277,Sarjapur  Road,1320.0,2.0,110.0,2.0
6279,Sarjapur  Road,1800.0,3.0,128.0,3.0
6280,Sarjapur  Road,2275.0,4.0,187.0,4.0
6282,Sarjapur  Road,1026.0,2.0,60.8,2.0
6284,Sarjapur  Road,1216.0,2.0,70.0,2.0
6285,Sarjapur  Road,1112.0,2.0,62.0,2.0
6287,Sarjapur  Road,1157.0,2.0,69.0,2.0
6289,Sarjapur  Road,1026.0,2.0,60.8,2.0
6291,Sarjapur  Road,1600.0,3.0,120.0,3.0
6293,Sarjapur  Road,1346.0,2.0,74.03,2.0
6294,Sarjapur  Road,475.0,1.0,26.0,1.0
6297,Sarjapur  Road,1857.0,4.0,155.0,4.0
6298,Sarjapur  Road,1660.0,2.0,116.0,2.0
6302,Sarjapur  Road,2089.0,3.0,148.0,3.0
6303,Sarjapur  Road,1612.0,3.0,98.38,3.0
6304,Sarjapur  Road,1290.0,2.0,88.0,2.0
6305,Sarjapur  Road,1371.0,2.0,86.0,2.0
6306,Sarjapur  Road,2140.0,3.0,139.0,3.0
6309,Sarjapur  Road,2180.0,4.0,180.0,4.0
6310,Sarjapur  Road,1691.0,3.0,119.0,3.0
6311,Sarjapur  Road,2206.0,4.0,180.0,4.0
6313,Sarjapur  Road,1691.0,3.0,100.0,3.0
6314,Sarjapur  Road,1367.0,2.0,80.0,2.0
6317,Sarjapur  Road,1984.0,4.0,148.0,4.0
6319,Sarjapur  Road,1346.0,2.0,74.03,2.0
6322,Sarjapur  Road,1340.0,2.0,75.0,2.0
6323,Sarjapur  Road,3500.0,3.0,275.0,3.0
6325,Sarjapur  Road,1132.0,2.0,70.0,2.0
6340,Sarjapura - Attibele Road,740.0,1.0,23.65,1.0
6342,Sector 2 HSR Layout,1296.0,2.0,75.0,2.0
6343,Sector 2 HSR Layout,794.0,1.0,60.0,1.0
6344,Sector 2 HSR Layout,1143.0,2.0,65.0,2.0
6345,Sector 2 HSR Layout,794.0,1.0,65.0,1.0
6347,Sector 2 HSR Layout,1665.0,3.0,110.0,3.0
6349,Sector 2 HSR Layout,1332.0,2.0,101.0,2.0
6351,Sector 2 HSR Layout,1600.0,3.0,90.0,3.0
6352,Sector 2 HSR Layout,1095.0,2.0,85.41,2.0
6354,Sector 7 HSR Layout,3000.0,5.0,275.0,5.0
6355,Sector 7 HSR Layout,1163.0,2.0,98.86,2.0
6356,Sector 7 HSR Layout,1760.0,3.0,145.0,3.0
6357,Sector 7 HSR Layout,3900.0,3.0,300.0,3.0
6358,Sector 7 HSR Layout,1163.0,2.0,98.86,2.0
6359,Sector 7 HSR Layout,1342.0,2.0,115.0,2.0
6360,Sector 7 HSR Layout,1760.0,3.0,160.0,3.0
6361,Sector 7 HSR Layout,1760.0,3.0,142.0,3.0
6362,Sector 7 HSR Layout,2400.0,2.0,195.0,2.0
6363,Sector 7 HSR Layout,1760.0,3.0,185.0,3.0
6364,Sector 7 HSR Layout,1162.0,2.0,98.77,2.0
6367,Seegehalli,800.0,1.0,50.0,1.0
6371,Seegehalli,1155.0,2.0,72.0,2.0
6373,Seegehalli,4000.0,3.0,235.0,3.0
6380,Seegehalli,1639.0,3.0,120.0,3.0
6381,Seegehalli,3000.0,4.0,235.0,4.0
6385,Seegehalli,3000.0,4.0,240.0,4.0
6388,Shampura,700.0,1.0,35.0,1.0
6394,Shivaji Nagar,850.0,2.0,55.0,2.0
6395,Shivaji Nagar,1554.0,3.0,130.0,3.0
6397,Shivaji Nagar,550.0,1.0,27.0,1.0
6398,Shivaji Nagar,3820.0,1.0,306.0,1.0
6399,Shivaji Nagar,703.0,2.0,49.5,2.0
6400,Shivaji Nagar,1460.0,2.0,90.0,2.0
6401,Shivaji Nagar,600.0,1.0,65.0,1.0
6425,Somasundara Palya,1178.0,2.0,73.0,2.0
6429,Somasundara Palya,2372.0,3.0,140.0,3.0
6430,Somasundara Palya,1185.0,2.0,70.0,2.0
6434,Somasundara Palya,2400.0,3.0,140.0,3.0
6435,Somasundara Palya,1650.0,3.0,95.0,3.0
6436,Somasundara Palya,1186.0,2.0,72.0,2.0
6456,Sonnenahalli,605.0,1.0,30.24,1.0
6460,Subramanyapura,975.0,2.0,58.0,2.0
6462,Subramanyapura,985.0,2.0,58.0,2.0
6464,Subramanyapura,1313.0,2.0,73.0,2.0
6466,Subramanyapura,1255.0,2.0,79.0,2.0
6467,Subramanyapura,1330.0,3.0,72.0,3.0
6469,Subramanyapura,950.0,2.0,55.0,2.0
6470,Subramanyapura,929.0,2.0,56.0,2.0
6472,Subramanyapura,1260.0,2.0,76.0,2.0
6474,Subramanyapura,960.0,2.0,55.0,2.0
6475,Subramanyapura,1260.0,2.0,73.0,2.0
6477,Subramanyapura,1278.0,3.0,70.0,3.0
6479,Subramanyapura,1260.0,2.0,75.0,2.0
6482,Subramanyapura,929.0,1.0,51.0,1.0
6483,Subramanyapura,1880.0,3.0,110.0,3.0
6485,Sultan Palaya,1700.0,3.0,120.0,3.0
6488,Sultan Palaya,870.0,2.0,65.0,2.0
6490,Sultan Palaya,1713.0,3.0,125.0,3.0
6491,Sultan Palaya,1009.0,2.0,65.0,2.0
6494,TC Palaya,1475.0,3.0,98.0,3.0
6496,TC Palaya,1200.0,2.0,66.0,2.0
6498,TC Palaya,1200.0,3.0,66.0,3.0
6499,TC Palaya,1350.0,2.0,75.0,2.0
6501,TC Palaya,1500.0,2.0,100.0,2.0
6503,TC Palaya,1200.0,2.0,70.0,2.0
6504,TC Palaya,900.0,2.0,55.0,2.0
6505,TC Palaya,1200.0,2.0,66.0,2.0
6506,TC Palaya,1200.0,2.0,66.5,2.0
6507,TC Palaya,4800.0,3.0,302.0,3.0
6508,TC Palaya,1000.0,2.0,64.0,2.0
6510,TC Palaya,900.0,2.0,55.0,2.0
6511,TC Palaya,1200.0,2.0,66.0,2.0
6512,TC Palaya,1200.0,2.0,66.0,2.0
6513,TC Palaya,1200.0,2.0,66.5,2.0
6514,TC Palaya,900.0,2.0,55.0,2.0
6515,TC Palaya,1200.0,2.0,66.0,2.0
6516,TC Palaya,900.0,2.0,55.0,2.0
6517,TC Palaya,1500.0,3.0,83.0,3.0
6521,TC Palaya,1200.0,2.0,66.0,2.0
6522,TC Palaya,1000.0,2.0,70.0,2.0
6523,TC Palaya,1100.0,2.0,65.0,2.0
6524,TC Palaya,1200.0,3.0,66.0,3.0
6525,TC Palaya,1200.0,2.0,66.0,2.0
6526,TC Palaya,1200.0,2.0,66.0,2.0
6528,TC Palaya,1200.0,2.0,66.0,2.0
6529,TC Palaya,1200.0,2.0,70.0,2.0
6530,TC Palaya,1350.0,1.0,55.0,1.0
6531,TC Palaya,900.0,2.0,55.0,2.0
6532,TC Palaya,900.0,2.0,55.0,2.0
6533,TC Palaya,1082.0,2.0,64.0,2.0
6535,TC Palaya,1200.0,2.0,66.0,2.0
6536,TC Palaya,1200.0,2.0,66.0,2.0
6538,TC Palaya,1200.0,2.0,66.0,2.0
6539,TC Palaya,1200.0,2.0,66.0,2.0
6540,TC Palaya,1200.0,2.0,66.0,2.0
6541,Talaghattapura,1868.0,3.0,131.0,3.0
6542,Talaghattapura,2106.0,3.0,126.0,3.0
6543,Talaghattapura,1868.0,3.0,121.0,3.0
6544,Talaghattapura,2106.0,3.0,126.0,3.0
6545,Talaghattapura,1868.0,3.0,135.0,3.0
6546,Talaghattapura,1856.0,3.0,135.0,3.0
6547,Talaghattapura,1868.0,3.0,120.0,3.0
6548,Talaghattapura,1804.0,3.0,115.0,3.0
6549,Talaghattapura,1856.0,3.0,135.0,3.0
6550,Talaghattapura,2254.0,3.0,153.0,3.0
6551,Talaghattapura,2106.0,3.0,148.0,3.0
6552,Talaghattapura,1856.0,3.0,135.0,3.0
6553,Talaghattapura,2273.0,3.0,159.0,3.0
6554,Talaghattapura,2099.0,3.0,147.0,3.0
6558,Talaghattapura,2273.0,3.0,145.0,3.0
6560,Talaghattapura,1804.0,3.0,127.0,3.0
6563,Talaghattapura,2265.0,3.0,159.0,3.0
6564,Talaghattapura,2099.0,3.0,134.0,3.0
6565,Thanisandra,510.0,1.0,25.25,1.0
6566,Thanisandra,1296.0,2.0,80.0,2.0
6568,Thanisandra,2144.0,3.0,145.0,3.0
6570,Thanisandra,445.0,1.0,28.0,1.0
6571,Thanisandra,1296.0,2.0,83.0,2.0
6572,Thanisandra,1825.0,3.0,100.0,3.0
6573,Thanisandra,2144.0,3.0,135.0,3.0
6575,Thanisandra,1093.0,2.0,70.0,2.0
6576,Thanisandra,1265.0,2.0,79.0,2.0
6577,Thanisandra,1651.0,3.0,97.38,3.0
6578,Thanisandra,1265.0,2.0,85.0,2.0
6579,Thanisandra,510.0,1.0,25.25,1.0
6580,Thanisandra,1564.0,3.0,101.0,3.0
6582,Thanisandra,1847.0,3.0,123.0,3.0
6584,Thanisandra,1697.0,3.0,114.0,3.0
6587,Thanisandra,1573.0,3.0,95.0,3.0
6588,Thanisandra,1917.0,3.0,122.0,3.0
6589,Thanisandra,693.0,1.0,34.3,1.0
6590,Thanisandra,1098.0,2.0,68.0,2.0
6591,Thanisandra,760.0,1.0,50.3,1.0
6593,Thanisandra,2002.0,3.0,112.0,3.0
6598,Thanisandra,1697.0,3.0,115.0,3.0
6599,Thanisandra,1380.0,1.0,62.1,1.0
6600,Thanisandra,923.0,1.0,60.84,1.0
6601,Thanisandra,1743.0,3.0,93.25,3.0
6602,Thanisandra,923.0,1.0,45.69,1.0
6604,Thanisandra,1296.0,2.0,72.0,2.0
6606,Thanisandra,1874.0,4.0,130.0,4.0
6607,Thanisandra,1698.0,3.0,102.0,3.0
6608,Thanisandra,1411.0,3.0,93.04,3.0
6609,Thanisandra,1996.0,3.0,135.0,3.0
6610,Thanisandra,1801.0,3.0,115.0,3.0
6611,Thanisandra,1265.0,2.0,82.0,2.0
6614,Thanisandra,662.0,1.0,42.0,1.0
6616,Thanisandra,1948.0,3.0,130.0,3.0
6617,Thanisandra,1922.0,3.0,106.0,3.0
6618,Thanisandra,965.0,2.0,67.0,2.0
6619,Thanisandra,1098.0,2.0,74.0,2.0
6621,Thanisandra,1564.0,3.0,104.0,3.0
6626,Thanisandra,1250.0,1.0,54.0,1.0
6627,Thanisandra,2127.0,3.0,135.0,3.0
6628,Thanisandra,1276.0,2.0,75.0,2.0
6629,Thanisandra,693.0,1.0,34.3,1.0
6631,Thanisandra,1265.0,2.0,78.0,2.0
6633,Thanisandra,934.0,2.0,55.0,2.0
6634,Thanisandra,1056.0,2.0,68.0,2.0
6635,Thanisandra,1595.0,3.0,110.0,3.0
6636,Thanisandra,1411.0,3.0,93.15,3.0
6637,Thanisandra,1093.0,2.0,68.1,2.0
6639,Thanisandra,1093.0,2.0,72.0,2.0
6641,Thanisandra,1698.0,3.0,107.0,3.0
6642,Thanisandra,1564.0,3.0,105.0,3.0
6643,Thanisandra,1265.0,2.0,83.0,2.0
6644,Thanisandra,965.0,2.0,56.0,2.0
6645,Thanisandra,1546.0,3.0,95.0,3.0
6646,Thanisandra,1697.0,3.0,110.0,3.0
6647,Thanisandra,1492.0,3.0,88.0,3.0
6648,Thanisandra,2072.0,3.0,122.0,3.0
6649,Thanisandra,1880.0,3.0,120.0,3.0
6650,Thanisandra,760.0,1.0,50.0,1.0
6652,Thanisandra,1800.0,4.0,125.0,4.0
6653,Thanisandra,933.0,2.0,58.0,2.0
6654,Thanisandra,1917.0,3.0,110.0,3.0
6656,Thanisandra,1183.0,2.0,77.25,2.0
6657,Thanisandra,1491.0,3.0,88.0,3.0
6659,Thanisandra,662.0,1.0,29.0,1.0
6661,Thanisandra,1564.0,3.0,100.0,3.0
6662,Thanisandra,663.0,1.0,46.1,1.0
6663,Thanisandra,662.0,1.0,45.0,1.0
6664,Thanisandra,1573.0,3.0,98.0,3.0
6665,Thanisandra,1262.0,2.0,83.0,2.0
6666,Thanisandra,1056.0,2.0,65.0,2.0
6667,Thanisandra,1702.0,3.0,115.0,3.0
6668,Thanisandra,1343.0,2.0,75.0,2.0
6670,Thanisandra,933.0,2.0,55.0,2.0
6671,Thanisandra,1183.0,2.0,77.3,2.0
6672,Thanisandra,662.0,1.0,38.0,1.0
6673,Thanisandra,1265.0,2.0,72.0,2.0
6674,Thanisandra,1595.0,3.0,105.0,3.0
6676,Thanisandra,580.0,1.0,27.5,1.0
6677,Thanisandra,2087.0,4.0,139.0,4.0
6679,Thanisandra,1098.0,2.0,71.0,2.0
6680,Thanisandra,1411.0,3.0,93.25,3.0
6683,Thanisandra,1732.0,3.0,112.0,3.0
6684,Thanisandra,933.0,1.0,61.0,1.0
6685,Thanisandra,1702.0,3.0,107.0,3.0
6688,Thanisandra,663.0,1.0,46.0,1.0
6689,Thanisandra,1948.0,4.0,129.0,4.0
6690,Thanisandra,1573.0,3.0,90.0,3.0
6691,Thanisandra,1056.0,2.0,70.0,2.0
6692,Thanisandra,1595.0,3.0,96.0,3.0
6695,Thanisandra,1245.0,2.0,83.05,2.0
6696,Thanisandra,1261.0,2.0,80.0,2.0
6698,Thanisandra,965.0,2.0,54.0,2.0
6702,Thanisandra,760.0,1.0,50.4,1.0
6703,Thanisandra,663.0,1.0,32.82,1.0
6704,Thanisandra,1801.0,3.0,115.0,3.0
6708,Thanisandra,1305.0,2.0,90.0,2.0
6710,Thanisandra,1573.0,3.0,100.0,3.0
6712,Thanisandra,1917.0,4.0,130.0,4.0
6715,Thigalarapalya,2072.0,4.0,142.0,4.0
6716,Thigalarapalya,1297.0,2.0,103.0,2.0
6717,Thigalarapalya,1418.0,2.0,95.0,2.0
6720,Thigalarapalya,2072.0,4.0,150.0,4.0
6721,Thigalarapalya,1418.0,2.0,103.0,2.0
6722,Thigalarapalya,1418.0,2.0,101.0,2.0
6723,Thigalarapalya,1418.0,2.0,104.0,2.0
6724,Thigalarapalya,2072.0,4.0,139.0,4.0
6727,Thigalarapalya,1418.0,2.0,103.0,2.0
6728,Thigalarapalya,2072.0,4.0,159.0,4.0
6729,Thigalarapalya,2072.0,4.0,147.0,4.0
6730,Thigalarapalya,1418.0,2.0,106.0,2.0
6731,Thigalarapalya,2215.0,4.0,156.0,4.0
6732,Thigalarapalya,1418.0,2.0,104.0,2.0
6734,Thigalarapalya,1418.0,2.0,105.0,2.0
6735,Thigalarapalya,1418.0,2.0,104.0,2.0
6736,Thigalarapalya,2072.0,4.0,139.0,4.0
6737,Thigalarapalya,2215.0,4.0,160.0,4.0
6738,Thigalarapalya,1418.0,2.0,106.0,2.0
6739,Thigalarapalya,2072.0,4.0,155.0,4.0
6740,Thigalarapalya,1830.0,4.0,135.0,4.0
6741,Thigalarapalya,1418.0,2.0,105.0,2.0
6742,Thigalarapalya,2072.0,4.0,160.0,4.0
6743,Thigalarapalya,2215.0,4.0,150.0,4.0
6744,Thigalarapalya,2215.0,4.0,154.0,4.0
6745,Thigalarapalya,2072.0,4.0,152.0,4.0
6746,Thigalarapalya,2072.0,4.0,160.0,4.0
6747,Thigalarapalya,2072.0,4.0,155.0,4.0
6749,Thigalarapalya,2072.0,4.0,153.0,4.0
6750,Thigalarapalya,2215.0,4.0,150.0,4.0
6751,Thigalarapalya,2072.0,4.0,157.0,4.0
6752,Thigalarapalya,1418.0,2.0,105.0,2.0
6755,Thigalarapalya,1830.0,3.0,133.0,3.0
6756,Thigalarapalya,2215.0,4.0,154.0,4.0
6757,Thigalarapalya,4190.0,4.0,325.0,4.0
6758,Thigalarapalya,2215.0,4.0,157.0,4.0
